Candidate ID,Question number,Variable type,Interaction number,Variable name,Variable type,Variable cardinality,Variable default value,Variable value
142624,1,outcome,1,SUBSCORE-36,float,single,,1
142624,1,outcome,1,SUBSCORE-37,float,single,,0
142624,1,outcome,1,SUBSCORE-38,float,single,,0
142624,1,outcome,1,SUBSCORE-39,float,single,,0
142624,1,outcome,1,SUBSCORE-40,float,single,,0
142624,1,outcome,1,PASSED,boolean,single,0,false
142624,1,outcome,1,MAXSCORE,float,single,40,40
142624,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
142624,1,template,1,RESPONSE-ACTION,float,single,,40
142624,1,,0,SCORE,float,single,,35.5
142624,1,,0,MAX_SCORE,float,single,,40
142624,1,,0,COMPLETION_STATUS,identifier,single,,completed
143123,1,response,1,RESPONSE,file,single,,[REDACTED]
143123,1,outcome,1,SUBSCORE-1,float,single,,1
143123,1,outcome,1,SUBSCORE-2,float,single,,1
143123,1,outcome,1,SUBSCORE-3,float,single,,1
143123,1,outcome,1,SUBSCORE-4,float,single,,1
143123,1,outcome,1,SUBSCORE-5,float,single,,1
143123,1,outcome,1,SUBSCORE-6,float,single,,1
143123,1,outcome,1,SUBSCORE-7,float,single,,1
143123,1,outcome,1,SUBSCORE-8,float,single,,1
143123,1,outcome,1,SUBSCORE-9,float,single,,1
143123,1,outcome,1,SUBSCORE-10,float,single,,1
143123,1,outcome,1,SUBSCORE-11,float,single,,1
143123,1,outcome,1,SUBSCORE-12,float,single,,1
143123,1,outcome,1,SUBSCORE-13,float,single,,1
143123,1,outcome,1,SUBSCORE-14,float,single,,1
143123,1,outcome,1,SUBSCORE-15,float,single,,1
143123,1,outcome,1,SUBSCORE-16,float,single,,1
143123,1,outcome,1,SUBSCORE-17,float,single,,1
143123,1,outcome,1,SUBSCORE-18,float,single,,1
143123,1,outcome,1,SUBSCORE-19,float,single,,0
143123,1,outcome,1,SUBSCORE-20,float,single,,0
143123,1,outcome,1,SUBSCORE-21,float,single,,0
143123,1,outcome,1,SUBSCORE-22,float,single,,1
143123,1,outcome,1,SUBSCORE-23,float,single,,1
143123,1,outcome,1,SUBSCORE-24,float,single,,1
143123,1,outcome,1,SUBSCORE-25,float,single,,0
143123,1,outcome,1,SUBSCORE-26,float,single,,1
143123,1,outcome,1,SUBSCORE-27,float,single,,1
143123,1,outcome,1,SUBSCORE-28,float,single,,1
143123,1,outcome,1,SUBSCORE-29,float,single,,1
143123,1,outcome,1,SUBSCORE-30,float,single,,1
143123,1,outcome,1,SUBSCORE-31,float,single,,0.5
143123,1,outcome,1,SUBSCORE-32,float,single,,0
143123,1,outcome,1,SUBSCORE-33,float,single,,0
143123,1,outcome,1,SUBSCORE-34,float,single,,1
143123,1,outcome,1,SUBSCORE-35,float,single,,1
143123,1,outcome,1,SUBSCORE-36,float,single,,0
143123,1,outcome,1,SUBSCORE-37,float,single,,1
143123,1,outcome,1,SUBSCORE-38,float,single,,1
143123,1,outcome,1,SUBSCORE-39,float,single,,1
143123,1,outcome,1,SUBSCORE-40,float,single,,1
143123,1,outcome,1,PASSED,boolean,single,0,false
143123,1,outcome,1,MAXSCORE,float,single,40,40
143123,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
143123,1,template,1,RESPONSE-ACTION,float,single,,40
143123,1,,0,SCORE,float,single,,32.5
143123,1,,0,MAX_SCORE,float,single,,40
143123,1,,0,COMPLETION_STATUS,identifier,single,,completed
150238,1,response,1,RESPONSE,file,single,,[REDACTED]
150238,1,outcome,1,SUBSCORE-1,float,single,,1
150238,1,outcome,1,SUBSCORE-2,float,single,,1
150238,1,outcome,1,SUBSCORE-3,float,single,,1
150238,1,outcome,1,SUBSCORE-4,float,single,,1
150238,1,outcome,1,SUBSCORE-5,float,single,,1
150238,1,outcome,1,SUBSCORE-6,float,single,,1
150238,1,outcome,1,SUBSCORE-7,float,single,,1
150238,1,outcome,1,SUBSCORE-8,float,single,,1
150238,1,outcome,1,SUBSCORE-9,float,single,,1
150238,1,outcome,1,SUBSCORE-10,float,single,,1
150238,1,outcome,1,SUBSCORE-11,float,single,,1
150238,1,outcome,1,SUBSCORE-12,float,single,,1
150238,1,outcome,1,SUBSCORE-13,float,single,,1
150238,1,outcome,1,SUBSCORE-14,float,single,,1
150238,1,outcome,1,SUBSCORE-15,float,single,,1
150238,1,outcome,1,SUBSCORE-16,float,single,,1
150238,1,outcome,1,SUBSCORE-17,float,single,,1
150238,1,outcome,1,SUBSCORE-18,float,single,,1
150238,1,outcome,1,SUBSCORE-19,float,single,,1
150238,1,outcome,1,SUBSCORE-20,float,single,,1
150238,1,outcome,1,SUBSCORE-21,float,single,,1
150238,1,outcome,1,SUBSCORE-22,float,single,,1
150238,1,outcome,1,SUBSCORE-23,float,single,,1
150238,1,outcome,1,SUBSCORE-24,float,single,,1
150238,1,outcome,1,SUBSCORE-25,float,single,,1
150238,1,outcome,1,SUBSCORE-26,float,single,,1
150238,1,outcome,1,SUBSCORE-27,float,single,,1
150238,1,outcome,1,SUBSCORE-28,float,single,,1
150238,1,outcome,1,SUBSCORE-29,float,single,,1
150238,1,outcome,1,SUBSCORE-30,float,single,,1
150238,1,outcome,1,SUBSCORE-31,float,single,,0
150238,1,outcome,1,SUBSCORE-32,float,single,,0
150238,1,outcome,1,SUBSCORE-33,float,single,,1
150238,1,outcome,1,SUBSCORE-34,float,single,,1
150238,1,outcome,1,SUBSCORE-35,float,single,,1
150238,1,outcome,1,SUBSCORE-36,float,single,,1
150238,1,outcome,1,SUBSCORE-37,float,single,,1
150238,1,outcome,1,SUBSCORE-38,float,single,,1
150238,1,outcome,1,SUBSCORE-39,float,single,,1
150238,1,outcome,1,SUBSCORE-40,float,single,,1
150238,1,outcome,1,PASSED,boolean,single,0,false
150238,1,outcome,1,MAXSCORE,float,single,40,40
150238,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
150238,1,template,1,RESPONSE-ACTION,float,single,,40
150238,1,,0,SCORE,float,single,,38
150238,1,,0,MAX_SCORE,float,single,,40
150238,1,,0,COMPLETION_STATUS,identifier,single,,completed
150524,1,response,1,RESPONSE,file,single,,[REDACTED]
150524,1,outcome,1,SUBSCORE-1,float,single,,1
150524,1,outcome,1,SUBSCORE-2,float,single,,1
150524,1,outcome,1,SUBSCORE-3,float,single,,1
150524,1,outcome,1,SUBSCORE-4,float,single,,1
150524,1,outcome,1,SUBSCORE-5,float,single,,1
150524,1,outcome,1,SUBSCORE-6,float,single,,1
150524,1,outcome,1,SUBSCORE-7,float,single,,1
150524,1,outcome,1,SUBSCORE-8,float,single,,1
150524,1,outcome,1,SUBSCORE-9,float,single,,1
150524,1,outcome,1,SUBSCORE-10,float,single,,1
150524,1,outcome,1,SUBSCORE-11,float,single,,1
150524,1,outcome,1,SUBSCORE-12,float,single,,1
150524,1,outcome,1,SUBSCORE-13,float,single,,1
150524,1,outcome,1,SUBSCORE-14,float,single,,1
150524,1,outcome,1,SUBSCORE-15,float,single,,0
150524,1,outcome,1,SUBSCORE-16,float,single,,0
150524,1,outcome,1,SUBSCORE-17,float,single,,0
150524,1,outcome,1,SUBSCORE-18,float,single,,1
150524,1,outcome,1,SUBSCORE-19,float,single,,1
150524,1,outcome,1,SUBSCORE-20,float,single,,0
150524,1,outcome,1,SUBSCORE-21,float,single,,0
150524,1,outcome,1,SUBSCORE-22,float,single,,1
150524,1,outcome,1,SUBSCORE-23,float,single,,1
150524,1,outcome,1,SUBSCORE-24,float,single,,1
150524,1,outcome,1,SUBSCORE-25,float,single,,1
150524,1,outcome,1,SUBSCORE-26,float,single,,1
150524,1,outcome,1,SUBSCORE-27,float,single,,1
150524,1,outcome,1,SUBSCORE-28,float,single,,1
150524,1,outcome,1,SUBSCORE-29,float,single,,1
150524,1,outcome,1,SUBSCORE-30,float,single,,1
150524,1,outcome,1,SUBSCORE-31,float,single,,1
150524,1,outcome,1,SUBSCORE-32,float,single,,1
150524,1,outcome,1,SUBSCORE-33,float,single,,1
150524,1,outcome,1,SUBSCORE-34,float,single,,1
150524,1,outcome,1,SUBSCORE-35,float,single,,1
150524,1,outcome,1,SUBSCORE-36,float,single,,0
150524,1,outcome,1,SUBSCORE-37,float,single,,1
150524,1,outcome,1,SUBSCORE-38,float,single,,0
150524,1,outcome,1,SUBSCORE-39,float,single,,0
150524,1,outcome,1,SUBSCORE-40,float,single,,0.5
150524,1,outcome,1,PASSED,boolean,single,0,false
150524,1,outcome,1,MAXSCORE,float,single,40,40
150524,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
150524,1,template,1,RESPONSE-ACTION,float,single,,40
150524,1,,0,SCORE,float,single,,31.5
150524,1,,0,MAX_SCORE,float,single,,40
150524,1,,0,COMPLETION_STATUS,identifier,single,,completed
149687,1,response,1,RESPONSE,file,single,,[REDACTED]
149687,1,outcome,1,SUBSCORE-1,float,single,,1
149687,1,outcome,1,SUBSCORE-2,float,single,,1
149687,1,outcome,1,SUBSCORE-3,float,single,,1
149687,1,outcome,1,SUBSCORE-4,float,single,,0
149687,1,outcome,1,SUBSCORE-5,float,single,,0
149687,1,outcome,1,SUBSCORE-6,float,single,,1
149687,1,outcome,1,SUBSCORE-7,float,single,,1
149687,1,outcome,1,SUBSCORE-8,float,single,,1
149687,1,outcome,1,SUBSCORE-9,float,single,,1
149687,1,outcome,1,SUBSCORE-10,float,single,,1
149687,1,outcome,1,SUBSCORE-11,float,single,,1
149687,1,outcome,1,SUBSCORE-12,float,single,,1
149687,1,outcome,1,SUBSCORE-13,float,single,,1
149687,1,outcome,1,SUBSCORE-14,float,single,,1
149687,1,outcome,1,SUBSCORE-15,float,single,,1
149687,1,outcome,1,SUBSCORE-16,float,single,,1
149687,1,outcome,1,SUBSCORE-17,float,single,,1
149687,1,outcome,1,SUBSCORE-18,float,single,,1
149687,1,outcome,1,SUBSCORE-19,float,single,,1
149687,1,outcome,1,SUBSCORE-20,float,single,,1
149687,1,outcome,1,SUBSCORE-21,float,single,,1
149687,1,outcome,1,SUBSCORE-22,float,single,,1
149687,1,outcome,1,SUBSCORE-23,float,single,,1
149687,1,outcome,1,SUBSCORE-24,float,single,,1
149687,1,outcome,1,SUBSCORE-25,float,single,,1
149687,1,outcome,1,SUBSCORE-26,float,single,,1
149687,1,outcome,1,SUBSCORE-27,float,single,,1
149687,1,outcome,1,SUBSCORE-28,float,single,,1
149687,1,outcome,1,SUBSCORE-29,float,single,,1
149687,1,outcome,1,SUBSCORE-30,float,single,,1
149687,1,outcome,1,SUBSCORE-31,float,single,,1
149687,1,outcome,1,SUBSCORE-32,float,single,,1
149687,1,outcome,1,SUBSCORE-33,float,single,,1
149687,1,outcome,1,SUBSCORE-34,float,single,,1
149687,1,outcome,1,SUBSCORE-35,float,single,,1
149687,1,outcome,1,SUBSCORE-36,float,single,,1
149687,1,outcome,1,SUBSCORE-37,float,single,,1
149687,1,outcome,1,SUBSCORE-38,float,single,,1
149687,1,outcome,1,SUBSCORE-39,float,single,,1
149687,1,outcome,1,SUBSCORE-40,float,single,,1
149687,1,outcome,1,PASSED,boolean,single,0,false
149687,1,outcome,1,MAXSCORE,float,single,40,40
149687,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
149687,1,template,1,RESPONSE-ACTION,float,single,,40
149687,1,,0,SCORE,float,single,,38
149687,1,,0,MAX_SCORE,float,single,,40
149687,1,,0,COMPLETION_STATUS,identifier,single,,completed
148893,1,response,1,RESPONSE,file,single,,[REDACTED]
148893,1,outcome,1,SUBSCORE-1,float,single,,1
148893,1,outcome,1,SUBSCORE-2,float,single,,1
148893,1,outcome,1,SUBSCORE-3,float,single,,1
148893,1,outcome,1,SUBSCORE-4,float,single,,0
148893,1,outcome,1,SUBSCORE-5,float,single,,0
148893,1,outcome,1,SUBSCORE-6,float,single,,1
148893,1,outcome,1,SUBSCORE-7,float,single,,1
148893,1,outcome,1,SUBSCORE-8,float,single,,1
148893,1,outcome,1,SUBSCORE-9,float,single,,0
148893,1,outcome,1,SUBSCORE-10,float,single,,0
148893,1,outcome,1,SUBSCORE-11,float,single,,1
148893,1,outcome,1,SUBSCORE-12,float,single,,1
148893,1,outcome,1,SUBSCORE-13,float,single,,0
148893,1,outcome,1,SUBSCORE-14,float,single,,0
148893,1,outcome,1,SUBSCORE-15,float,single,,0
148893,1,outcome,1,SUBSCORE-16,float,single,,0
148893,1,outcome,1,SUBSCORE-17,float,single,,0
148893,1,outcome,1,SUBSCORE-18,float,single,,1
148893,1,outcome,1,SUBSCORE-19,float,single,,1
148893,1,outcome,1,SUBSCORE-20,float,single,,0
148893,1,outcome,1,SUBSCORE-21,float,single,,1
148893,1,outcome,1,SUBSCORE-22,float,single,,1
148893,1,outcome,1,SUBSCORE-23,float,single,,1
148893,1,outcome,1,SUBSCORE-24,float,single,,1
148893,1,outcome,1,SUBSCORE-25,float,single,,1
148893,1,outcome,1,SUBSCORE-26,float,single,,1
148893,1,outcome,1,SUBSCORE-27,float,single,,1
148893,1,outcome,1,SUBSCORE-28,float,single,,0
148893,1,outcome,1,SUBSCORE-29,float,single,,0
148893,1,outcome,1,SUBSCORE-30,float,single,,1
148893,1,outcome,1,SUBSCORE-31,float,single,,0
148893,1,outcome,1,SUBSCORE-32,float,single,,0
148893,1,outcome,1,SUBSCORE-33,float,single,,1
148893,1,outcome,1,SUBSCORE-34,float,single,,1
148893,1,outcome,1,SUBSCORE-35,float,single,,0
148893,1,outcome,1,SUBSCORE-36,float,single,,0
148893,1,outcome,1,SUBSCORE-37,float,single,,1
148893,1,outcome,1,SUBSCORE-38,float,single,,0.5
148893,1,outcome,1,SUBSCORE-39,float,single,,0
148893,1,outcome,1,SUBSCORE-40,float,single,,0
148893,1,outcome,1,PASSED,boolean,single,0,false
148893,1,outcome,1,MAXSCORE,float,single,40,40
148893,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
148893,1,template,1,RESPONSE-ACTION,float,single,,40
148893,1,,0,SCORE,float,single,,21.5
148893,1,,0,MAX_SCORE,float,single,,40
148893,1,,0,COMPLETION_STATUS,identifier,single,,completed
54286,1,response,1,RESPONSE,file,single,,[REDACTED]
54286,1,outcome,1,SUBSCORE-1,float,single,,1
54286,1,outcome,1,SUBSCORE-2,float,single,,1
54286,1,outcome,1,SUBSCORE-3,float,single,,1
54286,1,outcome,1,SUBSCORE-4,float,single,,1
54286,1,outcome,1,SUBSCORE-5,float,single,,1
54286,1,outcome,1,SUBSCORE-6,float,single,,1
54286,1,outcome,1,SUBSCORE-7,float,single,,1
54286,1,outcome,1,SUBSCORE-8,float,single,,1
54286,1,outcome,1,SUBSCORE-9,float,single,,1
54286,1,outcome,1,SUBSCORE-10,float,single,,1
54286,1,outcome,1,SUBSCORE-11,float,single,,1
54286,1,outcome,1,SUBSCORE-12,float,single,,1
54286,1,outcome,1,SUBSCORE-13,float,single,,1
54286,1,outcome,1,SUBSCORE-14,float,single,,1
54286,1,outcome,1,SUBSCORE-15,float,single,,1
54286,1,outcome,1,SUBSCORE-16,float,single,,1
54286,1,outcome,1,SUBSCORE-17,float,single,,1
54286,1,outcome,1,SUBSCORE-18,float,single,,1
54286,1,outcome,1,SUBSCORE-19,float,single,,1
54286,1,outcome,1,SUBSCORE-20,float,single,,1
54286,1,outcome,1,SUBSCORE-21,float,single,,1
54286,1,outcome,1,SUBSCORE-22,float,single,,1
54286,1,outcome,1,SUBSCORE-23,float,single,,1
54286,1,outcome,1,SUBSCORE-24,float,single,,1
54286,1,outcome,1,SUBSCORE-25,float,single,,1
54286,1,outcome,1,SUBSCORE-26,float,single,,1
54286,1,outcome,1,SUBSCORE-27,float,single,,1
54286,1,outcome,1,SUBSCORE-28,float,single,,1
54286,1,outcome,1,SUBSCORE-29,float,single,,1
54286,1,outcome,1,SUBSCORE-30,float,single,,1
54286,1,outcome,1,SUBSCORE-31,float,single,,0
54286,1,outcome,1,SUBSCORE-32,float,single,,0
54286,1,outcome,1,SUBSCORE-33,float,single,,1
54286,1,outcome,1,SUBSCORE-34,float,single,,1
54286,1,outcome,1,SUBSCORE-35,float,single,,1
54286,1,outcome,1,SUBSCORE-36,float,single,,0
54286,1,outcome,1,SUBSCORE-37,float,single,,1
54286,1,outcome,1,SUBSCORE-38,float,single,,0.5
54286,1,outcome,1,SUBSCORE-39,float,single,,0.5
54286,1,outcome,1,SUBSCORE-40,float,single,,0.5
54286,1,outcome,1,PASSED,boolean,single,0,false
54286,1,outcome,1,MAXSCORE,float,single,40,40
54286,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
54286,1,template,1,RESPONSE-ACTION,float,single,,40
54286,1,,0,SCORE,float,single,,35.5
54286,1,,0,MAX_SCORE,float,single,,40
54286,1,,0,COMPLETION_STATUS,identifier,single,,completed
150194,1,response,1,RESPONSE,file,single,,[REDACTED]
150194,1,outcome,1,SUBSCORE-1,float,single,,1
150194,1,outcome,1,SUBSCORE-2,float,single,,1
150194,1,outcome,1,SUBSCORE-3,float,single,,1
150194,1,outcome,1,SUBSCORE-4,float,single,,1
150194,1,outcome,1,SUBSCORE-5,float,single,,1
150194,1,outcome,1,SUBSCORE-6,float,single,,1
150194,1,outcome,1,SUBSCORE-7,float,single,,1
150194,1,outcome,1,SUBSCORE-8,float,single,,1
150194,1,outcome,1,SUBSCORE-9,float,single,,1
150194,1,outcome,1,SUBSCORE-10,float,single,,1
150194,1,outcome,1,SUBSCORE-11,float,single,,1
150194,1,outcome,1,SUBSCORE-12,float,single,,1
150194,1,outcome,1,SUBSCORE-13,float,single,,1
150194,1,outcome,1,SUBSCORE-14,float,single,,1
150194,1,outcome,1,SUBSCORE-15,float,single,,1
150194,1,outcome,1,SUBSCORE-16,float,single,,1
150194,1,outcome,1,SUBSCORE-17,float,single,,1
150194,1,outcome,1,SUBSCORE-18,float,single,,1
150194,1,outcome,1,SUBSCORE-19,float,single,,0
150194,1,outcome,1,SUBSCORE-20,float,single,,0
150194,1,outcome,1,SUBSCORE-21,float,single,,0
150194,1,outcome,1,SUBSCORE-22,float,single,,1
150194,1,outcome,1,SUBSCORE-23,float,single,,1
150194,1,outcome,1,SUBSCORE-24,float,single,,1
150194,1,outcome,1,SUBSCORE-25,float,single,,1
150194,1,outcome,1,SUBSCORE-26,float,single,,1
150194,1,outcome,1,SUBSCORE-27,float,single,,1
150194,1,outcome,1,SUBSCORE-28,float,single,,1
150194,1,outcome,1,SUBSCORE-29,float,single,,0
150194,1,outcome,1,SUBSCORE-30,float,single,,1
150194,1,outcome,1,SUBSCORE-31,float,single,,1
150194,1,outcome,1,SUBSCORE-32,float,single,,0
150194,1,outcome,1,SUBSCORE-33,float,single,,1
150194,1,outcome,1,SUBSCORE-34,float,single,,1
150194,1,outcome,1,SUBSCORE-35,float,single,,1
150194,1,outcome,1,SUBSCORE-36,float,single,,1
150194,1,outcome,1,SUBSCORE-37,float,single,,1
150194,1,outcome,1,SUBSCORE-38,float,single,,0.5
150194,1,outcome,1,SUBSCORE-39,float,single,,0.5
150194,1,outcome,1,SUBSCORE-40,float,single,,0.5
150194,1,outcome,1,PASSED,boolean,single,0,false
150194,1,outcome,1,MAXSCORE,float,single,40,40
150194,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
150194,1,template,1,RESPONSE-ACTION,float,single,,40
150194,1,,0,SCORE,float,single,,33.5
150194,1,,0,MAX_SCORE,float,single,,40
150194,1,,0,COMPLETION_STATUS,identifier,single,,completed
148644,1,response,1,RESPONSE,file,single,,[REDACTED]
148644,1,outcome,1,SUBSCORE-1,float,single,,1
148644,1,outcome,1,SUBSCORE-2,float,single,,1
148644,1,outcome,1,SUBSCORE-3,float,single,,1
148644,1,outcome,1,SUBSCORE-4,float,single,,1
148644,1,outcome,1,SUBSCORE-5,float,single,,1
148644,1,outcome,1,SUBSCORE-6,float,single,,1
148644,1,outcome,1,SUBSCORE-7,float,single,,1
148644,1,outcome,1,SUBSCORE-8,float,single,,1
148644,1,outcome,1,SUBSCORE-9,float,single,,1
148644,1,outcome,1,SUBSCORE-10,float,single,,1
148644,1,outcome,1,SUBSCORE-11,float,single,,1
148644,1,outcome,1,SUBSCORE-12,float,single,,1
148644,1,outcome,1,SUBSCORE-13,float,single,,1
148644,1,outcome,1,SUBSCORE-14,float,single,,1
148644,1,outcome,1,SUBSCORE-15,float,single,,1
148644,1,outcome,1,SUBSCORE-16,float,single,,1
148644,1,outcome,1,SUBSCORE-17,float,single,,0
148644,1,outcome,1,SUBSCORE-18,float,single,,1
148644,1,outcome,1,SUBSCORE-19,float,single,,1
148644,1,outcome,1,SUBSCORE-20,float,single,,0
148644,1,outcome,1,SUBSCORE-21,float,single,,1
148644,1,outcome,1,SUBSCORE-22,float,single,,1
148644,1,outcome,1,SUBSCORE-23,float,single,,1
148644,1,outcome,1,SUBSCORE-24,float,single,,1
148644,1,outcome,1,SUBSCORE-25,float,single,,1
148644,1,outcome,1,SUBSCORE-26,float,single,,1
148644,1,outcome,1,SUBSCORE-27,float,single,,1
148644,1,outcome,1,SUBSCORE-28,float,single,,1
148644,1,outcome,1,SUBSCORE-29,float,single,,1
148644,1,outcome,1,SUBSCORE-30,float,single,,1
148644,1,outcome,1,SUBSCORE-31,float,single,,1
148644,1,outcome,1,SUBSCORE-32,float,single,,0
148644,1,outcome,1,SUBSCORE-33,float,single,,1
148644,1,outcome,1,SUBSCORE-34,float,single,,1
148644,1,outcome,1,SUBSCORE-35,float,single,,1
148644,1,outcome,1,SUBSCORE-36,float,single,,1
148644,1,outcome,1,SUBSCORE-37,float,single,,1
148644,1,outcome,1,SUBSCORE-38,float,single,,0.5
148644,1,outcome,1,SUBSCORE-39,float,single,,0.5
148644,1,outcome,1,SUBSCORE-40,float,single,,0.5
148644,1,outcome,1,PASSED,boolean,single,0,false
148644,1,outcome,1,MAXSCORE,float,single,40,40
148644,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
148644,1,template,1,RESPONSE-ACTION,float,single,,40
148644,1,,0,SCORE,float,single,,35.5
148644,1,,0,MAX_SCORE,float,single,,40
148644,1,,0,COMPLETION_STATUS,identifier,single,,completed
148532,1,response,1,RESPONSE,file,single,,[REDACTED]
148532,1,outcome,1,SUBSCORE-1,float,single,,1
148532,1,outcome,1,SUBSCORE-2,float,single,,1
148532,1,outcome,1,SUBSCORE-3,float,single,,1
148532,1,outcome,1,SUBSCORE-4,float,single,,1
148532,1,outcome,1,SUBSCORE-5,float,single,,1
148532,1,outcome,1,SUBSCORE-6,float,single,,1
148532,1,outcome,1,SUBSCORE-7,float,single,,1
148532,1,outcome,1,SUBSCORE-8,float,single,,1
148532,1,outcome,1,SUBSCORE-9,float,single,,1
148532,1,outcome,1,SUBSCORE-10,float,single,,1
148532,1,outcome,1,SUBSCORE-11,float,single,,1
148532,1,outcome,1,SUBSCORE-12,float,single,,1
148532,1,outcome,1,SUBSCORE-13,float,single,,1
148532,1,outcome,1,SUBSCORE-14,float,single,,1
148532,1,outcome,1,SUBSCORE-15,float,single,,0
148532,1,outcome,1,SUBSCORE-16,float,single,,0
148532,1,outcome,1,SUBSCORE-17,float,single,,0
148532,1,outcome,1,SUBSCORE-18,float,single,,1
148532,1,outcome,1,SUBSCORE-19,float,single,,0
148532,1,outcome,1,SUBSCORE-20,float,single,,0
148532,1,outcome,1,SUBSCORE-21,float,single,,0
148532,1,outcome,1,SUBSCORE-22,float,single,,1
148532,1,outcome,1,SUBSCORE-23,float,single,,1
148532,1,outcome,1,SUBSCORE-24,float,single,,1
148532,1,outcome,1,SUBSCORE-25,float,single,,1
148532,1,outcome,1,SUBSCORE-26,float,single,,0
148532,1,outcome,1,SUBSCORE-27,float,single,,1
148532,1,outcome,1,SUBSCORE-28,float,single,,1
148532,1,outcome,1,SUBSCORE-29,float,single,,1
148532,1,outcome,1,SUBSCORE-30,float,single,,0
148532,1,outcome,1,SUBSCORE-31,float,single,,0
148532,1,outcome,1,SUBSCORE-32,float,single,,0
148532,1,outcome,1,SUBSCORE-33,float,single,,0
148532,1,outcome,1,SUBSCORE-34,float,single,,0
148532,1,outcome,1,SUBSCORE-35,float,single,,0
148532,1,outcome,1,SUBSCORE-36,float,single,,0
148532,1,outcome,1,SUBSCORE-37,float,single,,0
148532,1,outcome,1,SUBSCORE-38,float,single,,0
148532,1,outcome,1,SUBSCORE-39,float,single,,0
148532,1,outcome,1,SUBSCORE-40,float,single,,0
148532,1,outcome,1,PASSED,boolean,single,0,false
148532,1,outcome,1,MAXSCORE,float,single,40,40
148532,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
148532,1,template,1,RESPONSE-ACTION,float,single,,40
148532,1,,0,SCORE,float,single,,22
148532,1,,0,MAX_SCORE,float,single,,40
148532,1,,0,COMPLETION_STATUS,identifier,single,,completed
148415,1,response,1,RESPONSE,file,single,,[REDACTED]
148415,1,outcome,1,SUBSCORE-1,float,single,,1
148415,1,outcome,1,SUBSCORE-2,float,single,,1
148415,1,outcome,1,SUBSCORE-3,float,single,,1
148415,1,outcome,1,SUBSCORE-4,float,single,,1
148415,1,outcome,1,SUBSCORE-5,float,single,,1
148415,1,outcome,1,SUBSCORE-6,float,single,,1
148415,1,outcome,1,SUBSCORE-7,float,single,,1
148415,1,outcome,1,SUBSCORE-8,float,single,,1
148415,1,outcome,1,SUBSCORE-9,float,single,,1
148415,1,outcome,1,SUBSCORE-10,float,single,,1
148415,1,outcome,1,SUBSCORE-11,float,single,,1
148415,1,outcome,1,SUBSCORE-12,float,single,,1
148415,1,outcome,1,SUBSCORE-13,float,single,,1
148415,1,outcome,1,SUBSCORE-14,float,single,,1
148415,1,outcome,1,SUBSCORE-15,float,single,,1
148415,1,outcome,1,SUBSCORE-16,float,single,,1
148415,1,outcome,1,SUBSCORE-17,float,single,,1
148415,1,outcome,1,SUBSCORE-18,float,single,,1
148415,1,outcome,1,SUBSCORE-19,float,single,,1
148415,1,outcome,1,SUBSCORE-20,float,single,,1
148415,1,outcome,1,SUBSCORE-21,float,single,,1
148415,1,outcome,1,SUBSCORE-22,float,single,,1
148415,1,outcome,1,SUBSCORE-23,float,single,,1
148415,1,outcome,1,SUBSCORE-24,float,single,,0
148415,1,outcome,1,SUBSCORE-25,float,single,,1
148415,1,outcome,1,SUBSCORE-26,float,single,,1
148415,1,outcome,1,SUBSCORE-27,float,single,,1
148415,1,outcome,1,SUBSCORE-28,float,single,,1
148415,1,outcome,1,SUBSCORE-29,float,single,,1
148415,1,outcome,1,SUBSCORE-30,float,single,,1
148415,1,outcome,1,SUBSCORE-31,float,single,,1
148415,1,outcome,1,SUBSCORE-32,float,single,,1
148415,1,outcome,1,SUBSCORE-33,float,single,,1
148415,1,outcome,1,SUBSCORE-34,float,single,,1
148415,1,outcome,1,SUBSCORE-35,float,single,,1
148415,1,outcome,1,SUBSCORE-36,float,single,,1
148415,1,outcome,1,SUBSCORE-37,float,single,,1
148415,1,outcome,1,SUBSCORE-38,float,single,,0.5
148415,1,outcome,1,SUBSCORE-39,float,single,,0.5
148415,1,outcome,1,SUBSCORE-40,float,single,,0.5
148415,1,outcome,1,PASSED,boolean,single,0,false
148415,1,outcome,1,MAXSCORE,float,single,40,40
148415,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
148415,1,template,1,RESPONSE-ACTION,float,single,,40
148415,1,,0,SCORE,float,single,,37.5
148415,1,,0,MAX_SCORE,float,single,,40
148415,1,,0,COMPLETION_STATUS,identifier,single,,completed
148587,1,response,1,RESPONSE,file,single,,[REDACTED]
148587,1,outcome,1,SUBSCORE-1,float,single,,1
148587,1,outcome,1,SUBSCORE-2,float,single,,0
148587,1,outcome,1,SUBSCORE-3,float,single,,0
